annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2022-2023,10,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,71823,0,1405,6.2520435384,56706,2.8824770062,48923,0,691,5.6270807073,34887,3.5955405149,22900,517,10,7.5871988476,21819,1.7423401241,0,714
2022-2023,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,15020,1508,322,7.2629661377,13471,2.9925080832,12499,724,186,4.3723236748,10971,3.0933905296,2521,755,280,21.594636167,2500,2.5497955556,784,136
2022-2023,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,24003,3876,2922,16.940735892,20564,1.8306844756,10295,759,611,5.9807087313,6980,2.7150901783,13708,4309,2184,25.171949754,13584,1.376241616,3117,2311
2022-2023,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,35740,5583,919,17.025531819,27321,4.2398357186,23099,1626,430,8.5683202496,14886,5.41409391,12641,5615,2850,32.479461892,12435,2.83412543,3957,489
2022-2023,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,62069,3,1811,7.5644844403,49256,2.7430159665,48043,1,538,6.9200094765,35345,3.373646634,14026,807,44,9.7719926882,13911,1.1407126854,2,1273
2022-2023,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,51483,9157,3674,13.102669808,37308,3.5095935709,30994,2218,906,5.7945212604,17100,4.8820666992,20489,7519,2961,24.157809448,20208,2.3482074618,6939,2768
2022-2023,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,27301,6808,932,13.588174528,21005,2.9711439737,16710,1722,382,4.9954904748,10458,4.1275203991,10591,4043,1926,27.145322155,10547,1.8245255365,5086,550
2022-2023,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,3467,138,3457,18.695250857,3335,1.541848659,1411,34,1402,3.6712191905,1279,1.7469322822,2056,1112,380,29.006004107,2056,1.4142698876,104,2055
2022-2023,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,26238,4917,1834,10.734714473,24249,2.4405273528,17631,1537,668,5.6549305044,15657,2.9311830172,8607,2857,651,21.140392542,8592,1.5464170482,3380,1166
2022-2023,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,20381,3160,621,9.8637978455,15928,3.2443352726,15385,1190,209,5.547608782,10990,3.8208277727,4996,1636,658,23.155344831,4938,1.9612950587,1970,412
2022-2023,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,4195,83,4009,10.013639915,3810,2.034507874,2301,37,2125,3.4911542083,1919,1.9975848243,1894,468,93,17.937736859,1891,2.0719776426,46,1884
2022-2023,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,29311,6308,2260,15.092148662,23836,2.6347250191,18698,1798,346,6.9639962236,13253,3.3903637122,10613,4199,2140,29.412340343,10583,1.6884451741,4510,1914
2022-2023,10,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,67632,12628,3612,10.293880781,59115,2.3226462639,26257,1625,426,4.1468640426,18806,2.7944938672,41375,6479,1616,14.194840745,40309,2.1025076837,11003,3186
2022-2023,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,32039,5116,2153,8.704508611,28303,2.0796255894,21490,1504,853,4.1374964454,17790,2.5978700581,10549,3037,305,18.008242751,10513,1.2026571599,3612,1300
2022-2023,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,28154,3678,4083,13.472429071,23986,2.3859629923,17096,751,1473,5.8458429197,12963,3.3355232199,11058,4342,1466,25.263360237,11023,1.2692842995,2927,2610
2022-2023,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,49004,9049,2438,12.395131129,39341,3.0814623774,33539,2873,1169,6.6495156882,23922,4.203781108,15465,6537,2343,24.855667583,15419,1.3402269747,6176,1269
2022-2023,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,2709,122,2699,20.962332041,2679,0.3390403758,1214,37,1205,3.9665984807,1184,0.4559016047,1495,948,352,34.763549796,1495,0.2464894091,85,1494
2022-2023,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,24410,3913,822,9.9860324207,17693,3.8074342803,18146,1501,409,5.9842619892,11458,4.7577483466,6264,2415,305,21.578645168,6235,2.0610511895,2412,413
2022-2023,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,31853,3891,2454,8.0403172822,23828,3.4936957921,23738,1103,992,5.3370728251,15750,4.4699708995,8115,1912,95,15.947848634,8078,1.5902131303,2788,1462
2022-2023,10,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,14203,3976,432,9.135502828,13805,1.3009667592,8733,1624,366,3.6922737191,8342,1.5203072471,5470,1454,172,17.825762391,5463,0.9660338743,2352,66
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,8325,864,196,4.0939186854,7811,1.5625577533,8102,806,189,3.9548956362,7589,1.5672115708,223,7,1,9.1448816642,222,1.4034684685,58,7
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,9248,1095,298,3.0000643382,7466,1.4752894976,8658,897,276,2.8642600613,6877,1.538283974,590,0,0,4.9929345574,589,0.7397835314,198,22
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,29636,3686,3363,11.975444523,18615,3.9107579013,19447,1377,923,5.4067511556,8679,4.4905843287,10189,3304,1583,24.512629715,9936,3.4042851192,2309,2440
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,26013,4357,918,12.669534827,17286,3.2091324547,17428,1364,598,4.9541364152,8856,3.7274271053,8585,3002,1683,28.33219802,8430,2.6646464017,2993,320
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,10853,1419,527,6.696383514,9464,2.6439776756,7245,617,270,3.8325348516,5991,2.7695357852,3608,486,201,12.447099578,3473,2.4273872253,802,257
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,17395,2042,776,9.1453348983,12248,3.4766987581,13255,853,325,3.8589920365,8158,3.6907997603,4140,1454,758,26.070570317,4090,3.0496483972,1189,451
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,8585,921,239,5.6848417459,7748,2.2030659884,6679,556,156,4.1380200379,5857,2.2273657352,1906,216,70,11.105210155,1891,2.1278023092,365,83
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,13021,895,332,5.5727310797,10320,3.1409150248,11388,596,244,4.4371223608,8723,3.2225658222,1633,262,57,13.492089372,1597,2.6949288597,299,88
2022-2023,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,14477,1732,623,6.1349967957,12850,2.5067088413,12182,1041,482,4.6391370009,10583,2.6492697933,2295,311,137,14.075111837,2267,1.8411938195,691,141
2022-2023,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,3797,291,217,2.5691383548,3664,0.8979623817,3754,279,210,2.4585462914,3622,0.8988756979,43,4,0,12.224082687,42,0.8191997354,12,7
2022-2023,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,9255,1165,533,5.3133182064,7919,2.9783798459,8020,761,406,4.598257412,6706,3.0633166402,1235,63,2,9.9568708952,1213,2.5088117157,404,127
2022-2023,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,17557,1703,691,4.5246077538,15690,1.5947461405,13542,703,524,2.8223148148,11710,1.7677024386,4015,382,51,10.266189567,3980,1.0858722083,1000,167
2022-2023,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,21578,2458,1161,7.096643083,16144,3.9201948608,17636,1205,736,6.0319309147,12249,4.4267200724,3942,409,21,11.860028116,3895,2.3272738554,1253,425
2022-2023,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,21909,2166,1440,7.4606079059,17397,4.159747003,17967,1137,1028,5.7894146213,13462,4.7744291958,3942,808,116,15.077637268,3935,2.0568622053,1029,412
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,4998,33,239,9.0748827309,4047,2.0768392225,4787,31,229,9.2109805492,3836,2.1158016887,211,2,1,5.9872037915,211,1.3684978936,2,10
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,8652,1215,351,3.2634573573,7278,1.9266377363,7797,944,299,2.8934272797,6497,2.0262037607,855,27,0,6.6378719948,781,1.0983656992,271,52
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2770,357,115,3.247555355,2651,1.2209306761,2239,251,101,3.0249652623,2125,1.2449690196,531,0,0,4.1861226198,526,1.1238175961,106,14
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,10107,925,291,3.0581402603,5625,2.5118306667,6989,608,124,1.8404883468,2631,2.652891275,3118,67,3,5.7875081961,2994,2.387872597,317,167
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,10871,803,453,5.3633309825,8983,2.916903472,9837,587,375,4.3379541527,7970,3.099009724,1034,181,54,15.118294111,1013,1.4841425359,216,78
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,7854,1065,248,3.5723503593,6931,1.5965170971,6956,717,213,3.0058663983,6044,1.6755793625,898,25,1,7.9603931576,887,1.0577884254,348,35
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,17387,2541,1140,9.6763125387,14845,3.6004546798,12978,1063,686,5.5163598654,10441,4.1538065745,4409,1266,603,21.921235604,4404,2.28856841,1478,454
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,16659,1677,1007,9.4620561792,12638,4.0402184329,11543,596,464,5.3088603483,7665,4.4137800609,5116,1201,445,18.832724568,4973,3.4644392497,1081,543
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,4997,895,95,1.9978249172,3980,0.9267332496,4510,701,83,1.5673282212,3540,0.9549053672,487,22,4,5.9845602327,440,0.7000757576,194,12
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1546,157,81,3.1271390326,1505,1.4974913252,1501,146,81,3.0317614183,1460,1.5271767504,45,3,0,6.3085123457,45,0.5343641975,11,0
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,10776,1807,371,4.2494647571,9598,2.0605508381,8420,1103,296,3.4234310504,7361,2.1911906972,2356,117,18,7.2015886154,2237,1.6306715343,704,75
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,12515,1983,498,5.8922859458,10750,2.2578808786,10543,1270,383,4.2001526816,8786,2.4527810026,1972,358,58,14.939020735,1964,1.3859906087,713,115
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,11292,1826,500,5.0166013549,9727,1.7238437682,9125,1074,314,3.6201253272,7592,1.9575525773,2167,190,6,10.897009178,2135,0.8927818111,752,186
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,10793,1798,487,5.4683421611,9279,2.1939163703,8509,980,328,3.2625324493,7045,2.3049004416,2284,367,130,13.68604568,2234,1.8439240774,818,159
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,12926,2203,666,9.0000821772,11899,2.1694906902,9643,1077,339,4.0990918283,8632,2.4034711281,3283,1112,525,23.395528395,3267,1.5512724042,1126,327
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,13590,1658,364,4.4996154648,11893,1.9075550511,11539,1147,224,3.3338401652,9856,2.0301284046,2051,211,18,11.058309361,2037,1.3144853543,511,140
2022-2023,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,37060,2519,501,2.6598679169,27469,2.0367605301,35325,2363,479,2.6156436581,25736,2.1230114323,1735,0,0,3.5602840218,1733,0.7558873501,156,22
2022-2023,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,26887,3993,822,4.5582311361,24554,1.5112667658,21123,1940,440,2.521440018,18792,1.7399521368,5764,680,48,12.022342654,5762,0.7654397104,2053,382
2022-2023,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,34211,5886,1669,7.189526801,27724,2.544884296,24044,2116,800,4.1992945803,17596,3.1919246167,10167,1902,148,14.261145126,10128,1.4207411796,3770,869
2022-2023,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,30679,4585,910,6.7032814158,27695,1.7223800325,24463,2358,491,4.5564239532,21484,1.9371933635,6216,1298,190,15.152215474,6211,0.979335498,2227,419
2022-2023,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,60509,10985,3803,8.0146610146,54285,1.3618963444,42308,4098,1864,3.2843028899,36088,1.7216979867,18201,5371,1317,19.010320129,18197,0.6483434693,6887,1939
2022-2023,10,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,72579,12180,4414,9.3561265885,53907,3.2350124546,48347,3474,1290,5.5735865261,29766,4.1724498216,24232,5611,454,16.902943376,24141,2.0791464728,8706,3124
2022-2023,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,53379,8581,3358,10.275529578,42953,2.5894273715,35412,2423,2391,5.6231494346,25093,3.4123057227,17967,5298,1774,19.445123034,17860,1.4332971102,6158,967
2022-2023,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,59473,9869,3320,11.612770903,36450,5.5995610273,41000,3330,1187,7.0169207385,18047,7.3147592244,18473,7052,1267,21.813055465,18403,3.9175427768,6539,2133
2022-2023,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,16216,1960,532,9.5849339815,12684,3.8762796524,13397,1080,344,6.0842070571,9880,4.4171151035,2819,1134,493,26.221769244,2804,1.9706254953,880,188
2022-2023,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,11643,1146,548,6.2491027274,10017,2.9510400098,9404,642,297,4.0569411362,7817,3.100675522,2239,422,131,15.456377227,2200,2.4193578283,504,251
2022-2023,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,23645,4199,1303,12.550585184,18704,4.1248439876,15661,1561,388,6.8860650838,10788,5.2069977959,7984,2896,970,23.661813801,7916,2.6500744975,2638,915
2022-2023,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,13362,1783,679,9.742280867,10710,3.0980737628,10235,844,370,5.8601958964,7623,3.3371302491,3127,986,380,22.44875342,3087,2.5077506029,939,309
2022-2023,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,38731,6904,2115,13.203675817,26722,3.8150879217,23973,1850,628,7.0742407778,12042,5.643537503,14758,5640,1908,23.16037362,14680,2.3152112284,5054,1487
2022-2023,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,45163,7510,4219,14.916975695,30479,5.0427957956,26740,2212,1170,7.2927067647,12213,7.0602579674,18423,7079,2759,25.983194618,18266,3.6938816654,5298,3049
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,60621,9782,4678,9.9441670012,32461,5.3274569911,43457,3728,1975,6.0950469366,15309,6.3921908137,17164,5570,597,19.689634879,17152,4.3771299103,6054,2703
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,49033,7056,2758,10.276155146,35313,3.0758454158,35467,2529,1021,5.0415894431,21849,3.6923630499,13566,4164,2436,23.961422859,13464,2.0753779626,4527,1737
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,35829,6713,2086,11.065425237,26000,4.4266799145,26055,2689,1054,6.1687587155,16245,5.5791871858,9774,3686,1470,24.118693728,9755,2.5074097329,4024,1032
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,43246,8366,2673,14.01868474,31309,4.7755592552,21868,2407,799,6.2965742688,10165,6.2226973001,21378,6255,2730,21.91779185,21144,4.0798461344,5959,1874
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,27617,4130,1272,9.1593864789,23334,2.5253264788,19201,1627,400,4.9395992107,14976,3.026244213,8416,2358,735,18.786778986,8358,1.6277739558,2503,872
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,29192,5775,1589,18.137107503,21301,2.2283140072,19317,1857,451,8.8024525317,11428,3.1396890678,9875,5150,2690,36.397110549,9873,1.1733971437,3918,1138
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,17234,1642,285,5.8516658769,13604,3.3581957104,14625,915,216,4.1696626781,11010,3.0535475325,2609,548,52,15.280296303,2594,4.6512475371,727,69
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,29200,5567,2083,14.333065373,23066,2.2528878484,19341,1628,1210,4.4876780759,13247,2.9490771705,9859,4026,2369,33.647360505,9819,1.3136455681,3939,873
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,15974,3027,867,5.2015225957,13605,2.2332596472,11579,1304,484,3.538113323,9235,2.5066340612,4395,99,2,9.5839153078,4370,1.6555450674,1723,383
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,8641,1344,225,3.3688925214,7889,1.4122468698,7342,867,167,2.5016145313,6618,1.507928629,1299,43,1,8.2707824395,1271,0.9140392517,477,58
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,8141,1059,263,1.788174262,7567,0.8827533295,7646,913,245,1.4867695527,7073,0.8942385755,495,7,0,6.4438114478,494,0.7183097166,146,18
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,11600,1907,379,4.4743960967,10201,1.8971870133,6446,660,203,3.5675645965,5254,2.2064693567,5154,80,4,5.608551287,4947,1.5687112841,1247,176
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,13146,2300,541,5.5228121355,11542,2.7509411281,9615,1060,311,4.6619567805,8097,3.1553132848,3531,137,10,7.8669424777,3445,1.8005198355,1240,230
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,9830,1791,276,3.5202783147,8840,1.4072806373,7770,1026,146,2.3418899971,6804,1.5782574384,2060,52,0,7.9649759978,2036,0.8359023685,765,130
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,12882,2366,432,4.0432361693,11873,1.6921613231,10089,1244,216,2.9421891279,9100,1.8438844933,2793,39,4,8.0204877273,2773,1.1942598269,1122,216
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,23705,4380,1249,6.422482458,18881,2.5502492217,16895,1811,703,4.2636094012,12129,2.9898028142,6810,740,120,11.778453133,6752,1.7606542095,2569,546
2023-2024,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,26802,4072,1002,4.8942090557,21184,2.8763868171,20520,2175,477,3.7659240308,15025,3.0967997412,6282,130,0,8.57972461,6159,2.3386852122,1897,525
2023-2024,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,41925,6784,2778,7.4972727092,36638,2.5236431058,24024,2079,929,3.9932485917,18900,3.3381825397,17901,2378,189,12.199841024,17738,1.6557439458,4705,1849
2023-2024,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,15901,2664,533,4.2725947355,14369,1.8078406639,13278,1729,292,2.9681174792,11775,1.9439055909,2623,234,42,10.876044605,2594,1.1901982138,935,241
2023-2024,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,14291,1845,488,5.3409301697,12953,2.6787527986,11098,843,294,4.0889687832,9787,2.9678923572,3193,111,1,9.6924076104,3166,1.784940777,1002,194
2023-2024,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,18219,2685,1171,5.7122444823,16453,2.1665118317,12374,1099,399,3.3496557298,10723,2.3756118727,5845,570,66,10.713899439,5730,1.7752064669,1586,772
2023-2024,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,20144,3730,1053,7.7794482366,15866,4.1968238336,12173,1320,403,5.0467829532,8188,4.615944302,7971,657,12,11.95266797,7678,3.7498638968,2410,650
2023-2024,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,56084,4825,5254,8.4114308696,45264,2.264593275,31312,929,1696,4.9860300719,20585,3.4982741613,24772,2818,961,12.741164027,24679,1.2355677454,3896,3558
2023-2024,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,48033,8179,5905,10.238519004,43366,1.6720381943,26991,2716,1560,4.0838932422,22455,2.0793047206,21042,5070,1309,18.133182247,20911,1.2347004368,5463,4345
